NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,LURITS_Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,GISSource1,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,GIS_InCorrect1,LongDIFF,LatDIFF,LongDIFFYN,LatDIFFYN,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
200601067,601067,2,EC,HANGKLIP PRIMARY SCHOOL,HANGKLIP,HANGKLIP P SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),194149,194149,TO BE UPDATED,99,NOT APPLICABLE,26.86775,-31.88485,NEIMS 2007,99,DRD 2012,-31.8855420149,26.8680361811,,M,82,,0,0,0,0,296,QUEENSTOWN,DC13,CHRIS HANI DISTRICT MUNICIPALITY,EC134,LUKANJI LOCAL MUNICIPALITY,21304026,26,22112014,QUEENSTOWN CENTRAL,B,QUEENSTOWN,LUKHANJI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,JPW,PRETORIUS,,FROST,STREET,FROST STREET,,TOPTOWN,QUEENSTOWN,5320,"FROST STREET,TOPTOWN,QUEENSTOWN,5320",P.O.BOX 445,QUEENSTOWN,5320,"P.O.BOX 445,QUEENSTOWN,5320",0458397001,0837013457,URBAN,YES,ABCD,TO BE UPDATED,Y,CHRIS HANI,RURAL,,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200601067,200601067,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC601067,0,TO BE UPDATED,TO BE UPDATED,555,25,583,25,533,23,494,24,,458,23,,435,22,,418,21,58,,,,,21,38,59,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200100435,100435,2,EC,HANKEY PRIMARY SCHOOL,HANKEY,HANKEY PRIMARY SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),224140,224140,TO BE UPDATED,99,NOT APPLICABLE,24.88717,-33.83471,NEIMS 2007,99,DRD 2012,-33.8351251061,24.8875502659,,M,58,,0,0,0,0,52,HANKEY,DC10,CACADU DISTRICT MUNICIPALITY,EC108,KOUGA LOCAL MUNICIPALITY,21008009,9,20803000,NONE,C,UITENHAGE,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,DK,BEKKER,,METLERKAMP,STREET,METLERKAMP STREET,,,HANKEY,6350,"METLERKAMP STREET,HANKEY,",P.O.BOX 34,HANKEY,6350,"P.O.BOX 34,HANKEY,6350",0422840229,0836549087,URBAN,YES,ABCD,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1972,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200100435,200100435,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC100435,0,TO BE UPDATED,TO BE UPDATED,150,6,135,6,147,6,155,6,,168,8,,170,7,,184,9,15,,,,,14,2,16,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200100132,100132,2,EC,COLLEGIATE JUNIOR SCHOOL FOR GIRLS,COLLEGIATE,COLLEGIATE  JUNIOR SCHOOL FOR GIRLS,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),184146,184146,TO BE UPDATED,99,NOT APPLICABLE,25.58562,-33.94773,NEIMS 2007,99,DRD 2012,-33.9482431599,25.5852181488,,M,68,,0,0,0,0,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500007,7,27516064,PARSONS HILL,C,PORT ELIZABETH,CIRCUIT 10,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,GM,ROBINSON,,KESTELL,STREET,KESTELL STREET,,PARSONS HILL,PORT ELIZABETH,6055,"KESTELL STREET,PARSONS HILL,PORT ELIZABETH,6055",P.O.BOX 34274,NEWTONPARK,6055,"P.O.BOX 34274,NEWTONPARK,6055",0413964500,0825987963,URBAN,YES,ABCD,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1969,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200100132,200100132,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC100132,0,TO BE UPDATED,TO BE UPDATED,717,39,726,39,713,40,725,41,,736,41,,734,41,,730,43,75,,,,,14,,14,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200600117,600117,2,EC,CRADOCK HIGH SCHOOL,CRADOCK,CRADOCK HIGH SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),044115,044115,TO BE UPDATED,4091001,CRADOCK HIGH SCHOOL,25.62102,-32.16371,NEIMS 2007,99,DRD 2012,-32.1636790074,25.621324692,,M,29,,0,0,0,0,246,CRADOCK,DC13,CHRIS HANI DISTRICT MUNICIPALITY,EC131,INXUBA YETHEMBA LOCAL MUNICIPALITY,21301004,4,21801000,NONE,C,CRADOCK,CRADOCK,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,J .W,BOONZAIER,14,NEASTED,STREET,14 NEASTED STREET,,,CRADOCK,5880,"14 NEASTED STREET,CRADOCK,",P.O.BOX 253,CRADOCK,5880,"P.O.BOX 253,CRADOCK,5880",0488812784,0826572844,TO BE UPDATED,YES,ABCD,TO BE UPDATED,Y,CHRIS HANI,RURAL,,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200600117,200600117,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC600117,0,TO BE UPDATED,TO BE UPDATED,458,21,467,21,475,25,483,25,,475,26,,469,28,,463,25,,,,,,54,26,80,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200601027,601027,2,EC,CRADOCK PREPARATORY SCHOOL,CRADOCK,CRADOCK PREPARATORY SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),044236,044236,TO BE UPDATED,99,NOT APPLICABLE,25.61868,-32.15652,ECED2007,99,DRD 2012,-32.1562489362,25.6186129584,,M,31,,0,0,0,0,246,CRADOCK,DC13,CHRIS HANI DISTRICT MUNICIPALITY,EC131,INXUBA YETHEMBA LOCAL MUNICIPALITY,21301004,4,21801000,NONE,C,CRADOCK,CRADOCK,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,J. B,JOUBERT,1,NO. ZIERVOEGEL,ROAD,1 NO. ZIERVOEGEL ROAD,,LINGELIHLE,CRADOCK,5880,"1 NO. ZIERVOEGEL ROAD,LINGELIHLE,CRADOCK,5880",P.O.BOX 256,CRADOCK,5880,"P.O.BOX 256,CRADOCK,5880",0488813277,,URBAN,YES,ABCD,TO BE UPDATED,Y,CHRIS HANI,RURAL,01/01/1968,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200601027,200601027,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC601027,0,TO BE UPDATED,TO BE UPDATED,282,14,314,11,283,11,274,13,,289,13,,313,13,,349,14,,,,,,13,34,47,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200400095,400095,2,EC,CWELE PUBLIC JUNIOR SECONDARY SCHOOL,CWELE,CWELE PUBLIC JS SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,TO BE UPDATED,TRANSKEI,134129,134129,TO BE UPDATED,99,NOT APPLICABLE,29.24313,-31.67195,NEIMS 2007,99,DRD 2012,-31.6721952955,29.2429670394,,M,31,,0,0,0,0,41,NGQELENI,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC155,NYANDENI LOCAL MUNICIPALITY,21505019,19,23407002,CWELE,A,LIBODE,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,FL,NKAMISA,,CWELE,TRIBAL AUTHORITY,CWELE TRIBAL AUTHORITY,,NGQELENI,LIBODE,5160,"CWELE TRIBAL AUTHORITY,NGQELENI,LIBODE,5160",P.O.BOX 38,LIBODE,5160,"P.O.BOX 38,LIBODE,5160",0716996285,0833406129,RURAL,YES,ABCD,TO BE UPDATED,Y,O.R.TAMBO,RURAL,,,,,1,NOT MOVED,TO BE UPDATED,EC,EC,200400095,200400095,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC400095,0,TO BE UPDATED,TO BE UPDATED,651,23,638,21,743,20,762,20,,730,19,,684,18,,554,17,22,,,,,233,244,477,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200200103,200103,2,EC,DALE COLLEGE,DALE,DALE COLLEGE,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),114158,114158,TO BE UPDATED,4191009,DALE COLLEGE BOYS HIGH SCHOOL,27.40572,-32.87465,NEIMS 2007,99,DRD 2012,-32.874091,27.406551,,M,99,,0,0,0,0,156,KING WILLIAM'S TOWN,DC12,AMATOLE DISTRICT MUNICIPALITY,EC125,BUFFALO CITY LOCAL MUNICIPALITY,21205042,42,21431008,HEADLANDS,C,KING WILLIAMS TOWN,CIRCUIT 15,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR,EDDY,,QUEENS,ROAD,QUEENS ROAD,,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,5600,"QUEENS ROAD,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,5600",P.O.BOX 62,KINGWILLIAMSTOWN,5600,"P.O.BOX 62,KINGWILLIAMSTOWN,5600",0436421968,0829200409,URBAN,YES,ABCD,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1961,,,,0,NOT MOVED,TO BE UPDATED,EC,EC,200200103,200200103,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC200103,0,TO BE UPDATED,TO BE UPDATED,508,27,513,26,535,26,514,28,,522,27,,547,27,,534,30,,,,,,,95,95,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200200104,200104,2,EC,DALE COLLEGE BOYS' PRIMARY SCHOOL,DALE,DALE COLLGE BOYS' P SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),114157,114157,TO BE UPDATED,99,NOT APPLICABLE,27.13683,-32.70085,NEIMS 2007,99,DRD 2012,-32.7009468572,27.1359722398,,M,81,,0,0,0,0,241,KEISKAMMAHOEK,DC12,AMATOLE DISTRICT MUNICIPALITY,EC124,AMAHLATHI LOCAL MUNICIPALITY,21204002,2,21431000,NONE,C,KING WILLIAMS TOWN,CIRCUIT 15,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,G.H,WILLIAMS,,ALBERT,ROAD,ALBERT ROAD,,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,5600,"ALBERT ROAD,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,5600",P.O.BOX 180,KINGWILLIAMSTOWN,5600,"P.O.BOX 180,KINGWILLIAMSTOWN,5600",0436422013,0824248894,URBAN,YES,ABCD,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1907,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200200104,200200104,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC200104,0,TO BE UPDATED,TO BE UPDATED,494,33,512,27,510,28,498,27,,502,21,,509,18,,519,20,56,,,,,,44,44,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200100146,100146,2,EC,DALEVIEW PRIMARY SCHOOL,DALEVIEW,DALEVIEW P SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),084121,084121,TO BE UPDATED,99,NOT APPLICABLE,24.34754,-33.33996,NEIMS 2007,99,DRD 2012,-33.3402427375,24.3478487506,,M,43,,0,0,0,0,166,STEYTLERVILLE,DC10,CACADU DISTRICT MUNICIPALITY,EC107,BAVIAANS LOCAL MUNICIPALITY,TO BE UPDATED,99,20703001,GOLDEN VALLEY,C,GRAAFF-REINET,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR.  J.P,GROOTBOOM,,BOSMAN,STREET,BOSMAN STREET,,,STEYTLERVILLE,,"BOSMAN STREET,STEYTLERVILLE,",P.O.BOX 94,STEYTLERVILLE,6250,"P.O.BOX 94,STEYTLERVILLE,6250",0498350068,0729000104,URBAN,YES,ABCD,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1979,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200100146,200100146,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC100146,0,TO BE UPDATED,TO BE UPDATED,608,15,628,15,638,14,657,16,,660,16,,678,16,,670,15,63,,,,,10,19,29,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200401324,401324,2,EC,DALUBUHLE JUNIOR SECONDARY SCHOOL,DALUBUHLE,DALUBUHLE JS SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,TO BE UPDATED,TRANSKEI,234133,234133,TO BE UPDATED,99,NOT APPLICABLE,28.73148,-31.63365,NEIMS 2007,99,DRD 2012,-31.6333969315,28.7322644364,,M,79,,0,0,0,0,152,UMTATA,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC157,KING SABATA DALINDYEBO LOCAL MUNICIPALITY,21507005,5,23613012,PAYNE,B,MTHATA,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,PNW,MZUKU,,,,NEW PAYNE LOCATION,NEW PAYNE,UMTATA,MTHATHA,5100,"NEW PAYNE,UMTATA,MTHATHA,",P.O.BOX 53199,UMTATA,5099,"P.O.BOX 53199,UMTATA,5099",0828291385,,URBAN,YES,ABCD,TO BE UPDATED,Y,O.R.TAMBO,RURAL,01/01/1992,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200401324,200401324,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC401324,0,TO BE UPDATED,TO BE UPDATED,881,13,736,13,880,18,832,22,,832,14,,815,19,,708,19,34,,,,,52,63,115,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200100909,100909,2,EC,DANIEL PIENAAR TECH HIGH SCHOOL,DANIEL PIENAAR,DANIEL PIENAAR TECH HIGH SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TECHNICAL,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),224123,224123,TO BE UPDATED,4231002,DANIEL PIERNAAR THS,25.408167,-33.754667,NEIMS 2007,99,NEIMS 2007,-33.754667,25.408167,,N,0,,0,0,0,0,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500051,51,27518009,FAIRBRIDGE HEIGHTS EXT,C,UITENHAGE,CIRCUIT 5,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.J,VERMAAK,,PROTEA,STREET,PROTEA STREET,,MOSEL,UITENHAGE,6230,"PROTEA STREET,MOSEL,UITENHAGE,6230",P.O.BOX 21,UITENHAGE,6230,"PRIVATE BAG X21,UITENHAGE,6230",0419229990,0849197936,URBAN,YES,ABCD,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1975,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200100909,200100909,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC100909,0,TO BE UPDATED,TO BE UPDATED,978,47,957,46,931,47,874,47,,838,47,,845,47,,861,47,,,,,,,176,176,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200100171,100171,2,EC,DIOCESAN SCHOOL FOR GIRLS,DIOCESAN,DIOCESAN SCHOOL FOR GIRLS,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PRIVATE,CAPE EDUCATION DEPARTMENT(CED),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,INDEPENDENT EXAMINATION BOARD GRAHAMSTOWN,26.520013,-33.303725,TELKOM 2009,99,DRD 2012,-33.3037658952,26.5200103546,,M,5,,,,,,TO BE UPDA,TO BE UPDATED,DC10,CACADU DISTRICT MUNICIPALITY,EC104,MAKANA LOCAL MUNICIPALITY,21004011,11,20403000,NONE,C,GRAHAMSTOWN,CIRCUIT 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,2806,WORCESTER,STREET,2806 WORCESTER STREET,,,GRAHAMSTOWN,6140,"2806 WORCESTER STREET,GRAHAMSTOWN,6140",P.O.BOX 194,GRAHAMSTOWN,6140,"P.O.BOX 194,GRAHAMSTOWN,6140",0466034300,0823759568,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200100171,200100171,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,358,45,358,45,358,45,358,45,,419,44,,455,53,,487,48,,,,,,274,,274,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200600139,600139,2,EC,DORDRECHT HIGH SCHOOL,DORDRECHT,DORDRECHT HIGH SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),124123,124123,TO BE UPDATED,4081002,DORDRECHT HIGH SCHOOL (08),27.05031,-31.3735,NEIMS 2007,99,DRD 2012,-31.373269961,27.0505420471,,M,34,,0,0,0,0,347,WODEHOUSE,DC13,CHRIS HANI DISTRICT MUNICIPALITY,EC136,EMALAHLENI LOCAL MUNICIPALITY,21306014,14,22303000,NONE,B,LADY FRERE,CIRCUIT 5,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,JF,VENTER,,AYLIFF,STREET,AYLIFF STREET,,,DORDRECHT,5435,"AYLIFF STREET,DORDRECHT,",P.O.BOX 56,DORDRECHT,5435,"P.O.BOX 56,DORDRECHT,5435",0459431012,0795081565,URBAN,YES,ABCD,TO BE UPDATED,Y,BUSHBUCKRIDGE,RURAL,,,,,1,NOT MOVED,TO BE UPDATED,EC,EC,200600139,200600139,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC600139,0,TO BE UPDATED,TO BE UPDATED,545,20,490,19,572,22,592,21,,639,23,,663,24,,719,26,48,,,,,65,57,122,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200401338,401338,2,EC,ELLIOT HIGH SCHOOL,ELLIOT,ELLIOT HIGH SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,064137,064137,TO BE UPDATED,4131005,ELLIOT HIGH SCHOOL (13),27.85142,-31.33011,NEIMS 2007,99,DRD 2012,-31.3298964352,27.8510943912,,M,39,,0,0,0,0,293,ELLIOT,DC13,CHRIS HANI DISTRICT MUNICIPALITY,EC138,SAKHISIZWE LOCAL MUNICIPALITY,21308002,2,22503000,NONE,B,NGCOBO,ELLIOT,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,HT,NOOT,,BARRY,ROAD,BARRY ROAD,,,ELLIOT,5460,"BARRY ROAD,ELLIOT,5460",P.O.BOX 93,ELLIOT,5460,"P.O.BOX 93,ELLIOT,5460",0459311157,0829349961,URBAN,YES,ABCD,TO BE UPDATED,Y,CHRIS HANI,RURAL,,,,,,NOT MOVED,TO BE UPDATED,EC,EC,200401338,200401338,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC401338,0,TO BE UPDATED,TO BE UPDATED,510,25,493,8,520,27,518,25,,543,27,,571,12,,556,28,29,,,,,45,25,70,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
200300743,300743,2,EC,ELUKHANYISWENI COLLEGE,ELUKHANYISWENI,ELUKHANYISWENI COLLEGE,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,COMMERCIAL,TO BE UPDATED,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,4161007,ELUKHANYISWENI COLLEGE,,,TO BE UPDATED,99,TO BE UPDATED,,,,Y,0,,,,,,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,EC122,MNQUMA LOCAL MUNICIPALITY,TO BE UPDATED,99,21104110,ZAZULWANA,B,BUTTERWORTH,CIRCUIT 7,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,2,GRUBB,STREET,2 GRUBB STREET,,,BUTTERWORTH,4960,"2 GRUBB STREET,BUTTERWORTH,4960",P.O.BOX 174,BUTTERWORTH,4960,"P.O.BOX 174,BUTTERWORTH,4960",0474915197,0823416372,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,,,0,NOT MOVED,TO BE UPDATED,EC,EC,200300743,200300743,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,192,10,,343,12,,209,13,,180,11,,,,,,36,17,53,,,,,OPEN,OPEN,OPEN,OPEN
200500205,500205,2,EC,ENQABENI JUNIOR SECONDARY SCHOOL,ENQABENI,ENQABENI JS SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,TO BE UPDATED,TRANSKEI,014141,014141,TO BE UPDATED,99,NOT APPLICABLE,29.67817,-30.89052,NEIMS 2007,99,DRD 2012,-30.8895805706,29.678761985,,M,119,,0,0,0,0,149,SIPHAQENI/FLAGSTAFF,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC151,MBIZANA LOCAL MUNICIPALITY,21501009,9,23010030,NHANEZWE,A,MBIZANA,SITUKUTEZI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,T.N,MFINGWANA,,ENQABENI,AGRICULTURAL AUTHORITY,ENQABENI AGRICULTURAL AUTHORITY,,,FLAGSTAFF,4810,"ENQABENI AGRICULTURAL AUTHORITY,FLAGSTAFF,",P.O.BOX 424,FLAGSTAFF,4810,"P.O.BOX 424,FLAGSTAFF,4810",0392510975,0732128357,RURAL,YES,ABCD,TO BE UPDATED,Y,O.R.TAMBO,RURAL,01/01/1920,,,,1,NOT MOVED,TO BE UPDATED,EC,EC,200500205,200500205,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC500205,0,TO BE UPDATED,TO BE UPDATED,703,18,687,18,707,19,726,20,,561,19,,604,18,,256,16,,,,,,355,358,713,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
