NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,PED_Institution,PED_Name,DoE_Status,PED_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,Snap_Learners_2012,Educator_Numbers_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
113309216,0113309216,1,WC,BREDASDORP PRIM.,BREDASDORP,BREDASDORP PRIM.,BREDASDORP PRIM.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),309216,5259,TO BE UPDATED,99,NOT APPLICABLE,20.038247,-34.530437,WCED,60,BREDASDORP,DC3,OVERBERG DISTRICT MUNICIPALITY,WC033,CAPE AGULHAS LOCAL MUNICIPALITY,10303004,4,11303000,NONE,NOT APPLICABLE,OVERBERG,01,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,WJ,VAN HUYSSTEEN,,BUITENKANT,STREET,BUITENKANT STREET,,SUIDESTRAND,BREDASDORP,7280,"BUITENKANT STREET,SUIDESTRAND,BREDASDORP,7280",P.O.BOX 160,BREDASDORP,7280,"P.O.BOX 160,BREDASDORP,7280",0284241334,0846966121,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,113309216,113309216,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0113309216,0,TO BE UPDATED,TO BE UPDATED,612,26,613,29,550,25,511,24,547,25,555,23,,,,TRUE,10,12,22
996606307,996606307,9,LP,LAERSKOOL ROOSSENEKAL,LAERSKOOL ROOSSENEKAL,LAERSKOOL ROOSSENEKAL,LAERSKOOL ROOSSENEKAL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TRANSVAAL EDUCATION DEPARTMENT(TED),302309,410124,TO BE UPDATED,99,TO BE UPDATED,29.92844,-25.2155,NEIMS 2007,121,MIDDELBURG,DC47,GREATER SEKHUKHUNE DISTRICT MUNICIPALITY,LIM472,ELIAS MOTSOALEDI LOCAL MUNICIPALITY,90305015,15,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,NGWAABE,02-Jan-00,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,WJ,HAVENGA,1,SKOOL,STREET,1 SKOOL STREET,,,ROOSENEKAL,1066,"1 SKOOL STREET,ROOSENEKAL,1066",PRIVATE BAG X2,ROOSSENEKAL,1066,"PRIVATE BAG X2,ROOSSENEKAL,1066",0132730004,,RURAL,YES,TO BE UPDATED,3,Y,MARULENG,RURAL,02-Jan-00,YES,579,FALSE,FALSE,NEWLY CREATED SCHOOL BASED ON 2007 DEMARCATION,TO BE UPDATED,MP,LP,800009613,996606307,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NEWLY CREATED SCHOOL BASED ON 2007 DEMARCATION,MP800009613,1,TO BE UPDATED,TO BE UPDATED,368,9,377,10,358,10,273,10,280,11,287,8,,,,TRUE,34,47,81
133312241,0133312241,1,WC,PORTERVILLE HS.,PORTERVILLE,PORTERVILLE HS.,PORTERVILLE HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312241,5527,TO BE UPDATED,1375515,PORTERVILLE HS.,19.000232,-33.009164,WCED,70,PIKETBERG,DC1,WEST COAST DISTRICT MUNICIPALITY,WC013,BERGRIVIER LOCAL MUNICIPALITY,10103005,5,10308000,NONE,NOT APPLICABLE,WEST COAST,02,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,WJ,ENGELBRECHT,,BASSON,STREET,BASSON STREET,,,POTERVILLE,6810,"BASSON STREET,POTERVILLE,6810",P.O.BOX 22,PORTERVILLE,6810,"P.O.BOX 22,PORTERVILLE,6810",0229312174,0730932241,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,133312241,133312241,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0133312241,0,TO BE UPDATED,TO BE UPDATED,512,29,522,26,519,25,553,26,536,26,508,26,,,,TRUE,43,30,73
907130321,907130321,9,LP,HOERSKOOL NYLSTROOM,HOERSKOOL NYLSTROOM,HOERSKOOL NYLSTROOM,HOERSKOOL NYLSTROOM,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,HOUSE OF ASSEMBLY(HOA),800011,413776,TO BE UPDATED,7132108,HOERSKOOL NYLSTROOM,28.39921,-24.70726,NEIMS 2007,95,WATERBERG,DC36,WATERBERG DISTRICT MUNICIPALITY,LIM365,MODIMOLLE LOCAL MUNICIPALITY,93605008,8,91702001,ELANDSPOORT,NOT APPLICABLE,WATERBERG,NYLSTROOM,02-Jan-00,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,WF,VANCOLLER,,TAMSEN,STREET,TAMSEN STREET,,,MODIMOLLE,0510,"TAMSEN STREET,MODIMOLLE,0510",PRIVATE BAG X1020,MODIMOLLE,0510,"PRIVATE BAG X1020,MODIMOLLE,0510",0147175216,0823211806,RURAL,YES,TO BE UPDATED,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,99,FALSE,FALSE,NOT MOVED,TO BE UPDATED,LP,LP,907130321,907130321,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,LP907130321,0,TO BE UPDATED,TO BE UPDATED,684,34,653,26,744,33,723,35,695,36,728,38,,,,TRUE,1,,1
442607298,442607298,4,FS,LADYBRAND P/S,LADYBRAND P/S,LADYBRAND P/S,LADYBRAND P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),126517,192122,5717,99,TO BE UPDATED,27.456469,-29.168856,FSED 2007,342,LADYBRAND,DC17,MOTHEO DISTRICT MUNICIPALITY,FS173,MANTSOPA LOCAL MUNICIPALITY,41703005,5,40608000,MANYATSENG SP,NOT APPLICABLE,MOTHEO,13,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,WE,JANSE VAN RENSBURG,,COLLIN,STREET,COLLIN STREET,,MANYATSENG,LADYBRAND,9745,"COLLIN STREET,MANYATSENG,LADYBRAND,9745",P.O.BOX 177,LADYBRAND,9745,"P.O.BOX 177,LADYBRAND,9745",051-924 2049,0736046503,Urban,Yes,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,442607298,442607298,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS42607298,0,TO BE UPDATED,TO BE UPDATED,474,18,464,18,411,15,424,17,397,18,428,18,,,,TRUE,,1,1
700120865,120865,7,GT,NATURENA PRIMARY SCHOOL,NATURENA PRIMARY SCHOOL,NATURENA PRIMARY SCHOOL,NATURENA PRIMARY SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),914192,914192,TO BE UPDATED,99,NOT APPLICABLE,27.9563866663,-26.2936283335,GDE2010,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400024,24,77409200,NATURENA,NOT APPLICABLE,JOHANNESBURG CENTRAL,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,WE,ARENDSE,24,NATUUR,STREET,24 NATUUR STREET,,NATURENA,JOHANNESBURG,2064,"24 NATUUR STREET,NATURENA,JOHANNESBURG,2064",P.O.BOX 495,NATURENA,2064,"P.O.BOX 495,NATURENA,2064",0119422124,0825573702,URBAN,YES,ACD,,N,NOT APPLICABLE,NOT APPLICABLE,,,453,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700120865,700120865,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,GP120865,0,TO BE UPDATED,TO BE UPDATED,1049,26,1027,28,959,28,1049,26,1062,29,1070,29,,,,TRUE,,1,1
200300593,300593,2,EC,THE SPRINGS JUNIOR SECONDARY SCHOOL,THE RINGS,THE SPRINGS JS SCHOOL,THE SPRINGS JS SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,TO BE UPDATED,TRANSKEI,024448,024448,TO BE UPDATED,99,NOT APPLICABLE,28.11424,-32.47476,NEIMS 2007,154,GCUWA/BUTTERWORTH,DC12,AMATOLE DISTRICT MUNICIPALITY,EC122,MNQUMA LOCAL MUNICIPALITY,21202011,11,21101032,KWANGWANE,NOT APPLICABLE,BUTTERWORTH,CIRCUIT 11,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.Z,KOLISI,,XHAXHASHIMBA,AGRICULTURAL AUTHORITY,XHAXHASHIMBA AGRICULTURAL AUTHORITY,,,BUTTERWORTH,4960,",XHAXHASHIMBA A/A,BUTTERWORTH,4960",P.O.BOX 1104,BUTTERWORTH,4960,"P.O.BOX 1104,BUTTERWORTH,4960",,0828338398,RURAL,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-76,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,EC,EC,200300593,200300593,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,EC300593,0,TO BE UPDATED,TO BE UPDATED,351,7,351,8,351,7,334,10,158,9,129,9,,,,TRUE,138,145,283
300034302,34302,3,NC,BRANDVLEI PRIMÊRE SKOOL,BRANDVLEI,BRANDVLEI PRIMÊRE SKOOL,BRANDVLEI PRIMÊRE SKOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,INTERMEDIATE SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),TO BE UPDATED,TO BE UPDA,8414,99,NOT APPLICABLE,20.49061,-30.47175,NEIMS 2007,75,CALVINIA,DC6,NAMAKWA DISTRICT MUNICIPALITY,NC065,HANTAM LOCAL MUNICIPALITY,30605003,3,30401000,NONE,NOT APPLICABLE,NAMAKWA,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.M,HENDRICKS,191,CHRISTIANS,STREET,191 CHRISTIANS STREET,,,BRANDVLEI,8915,"191 CHRISTIANS STREET,BRANDVLEI,8915",P.O.BOX 148,BRANDVLEI,8915,"P.O.BOX 148,BRANDVLEI,8915",0546030219,0827814094,RURAL,YES,BC,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NC,NC,300034302,300034302,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NC34302,0,TO BE UPDATED,TO BE UPDATED,388,12,412,13,464,14,407,14,400,14,385,12,SATELITE,,,TRUE,1,1,2
500288267,288267,5,KZ,UMLAZI COMTECH,UMLAZI,UMLAZI COMTECH,UMLAZI COMTECH,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,5411434,UMLAZI COMTECH,30.92035,-29.96925,NEIMS 2007,138,UMLAZI,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200088,88,57288051,UMLAZI S,ETHEKWINI,UMLAZI,PHUMELELAUMLAZI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.L,LUTHULI,1521,S MANGOSUTHU,HIGHWAY,1521 S MANGOSUTHU HIGHWAY,,DURBAN UMLAZI,DURBAN,4060,"1521 S MANGOSUTHU HIGHWAY,DURBAN UMLAZI,DURBAN,4060",PRIVATE BAG X20,MOBENI,4060,"PRIVATE BAG X20,MOBENI,4060",0319062808,0828534941,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,TRUE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500288267,500288267,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,KZ288267,0,TO BE UPDATED,TO BE UPDATED,2873,114,2953,116,2627,123,2888,123,2600,108,2320,123,,,,TRUE,220,245,465
112310243,0112310243,1,WC,HUGENOTE HS.,HUGENOTE,HUGENOTE HS.,HUGENOTE HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310243,5456,TO BE UPDATED,1317715,HUGENOTE HS.,19.010326,-33.648065,WCED,180,WELLINGTON,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203029,29,10710006,WELLINGTON NORTH,NOT APPLICABLE,CAPE WINELANDS,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.J.A.,MOOLMAN,,BLOUVLEI,ROAD,BLOUVLEI ROAD,,,WELLINGTON,7655,"BLOUVLEI ROAD,WELLINGTON,7655",PRIVATE BAG X9,WELLINGTON,7655,"PRIVATE BAG X9,WELLINGTON,7655",0218732111,0827791951,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,112310243,112310243,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0112310243,0,TO BE UPDATED,TO BE UPDATED,890,39,880,38,881,38,815,37,841,37,843,37,,,,TRUE,79,88,167
600102353,102353,6,NW,HOËRSKOOL ZEERUST,ZEERUST,HOERSKOOL ZEERUST,HOERSKOOL ZEERUST,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,INTERMEDIATE SCHOOL,INTERMEDIATE SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,89095,89095,TO BE UPDATED,9444251,ZEERUST HIGH SCHOOL,26.08134,-25.53818,NEIMS 2007,6,MARICO,DC38,CENTRAL DISTRICT MUNICIPALITY,NW385,RAMOTSHERE MOILOA LOCAL MUNICIPALITY,63805015,15,61017000,NONE,NGAKA MODIRI MOLEMA,ZEERUST,ZEERUST,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.J,VOSSER,,VANRIBEECK,STREET,VANRIBEECK STREET,,,ZEERUST,2865,"VANRIBEECK STREET,,ZEERUST,2865",P.O.BOX 50,ZEERUST,2865,"P.O.BOX 50,ZEERUST,2865",,,TO BE UPDATED,YES,TO BE UPDATED,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NW,NW,600102353,600102353,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW102353,0,TO BE UPDATED,TO BE UPDATED,598,28,568,28,582,28,606,28,627,29,628,31,,,,TRUE,32,26,58
300041301,41301,3,NC,RIETFONTEIN SEKONDÊRE SKOOL,RIETFONTEIN,RIETFONTEIN SEKONDÊRE SKOOL,RIETFONTEIN SEKONDÊRE SKOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),TO BE UPDATED,TO BE UPDA,8516,2041301,H/SKOOL RIETFONTEIN,20.02586,-26.74202,NEIMS 2007,2,GORDONIA,DC8,SIYANDA DISTRICT MUNICIPALITY,NC081,MIER LOCAL MUNICIPALITY,TO BE UPDATED,99,31502001,GORDONIA NU,NOT APPLICABLE,SIYANDA,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.H.V,JULIUS,,DAAN SWANEPOEL,STREET,DAAN SWANEPOEL STREET,,RIETFONTEIN,MIER,8811,"DAAN SWANEPOEL STREET,RIETFONTEIN,MIER,8811",P.O.BOX 3,MIER,8811,"P.O.BOX 3,MIER,8811",,,RURAL,YES,ABCD,1,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NC,NC,300041301,300041301,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NC41301,0,TO BE UPDATED,TO BE UPDATED,987,32,1049,32,977,30,998,29,1010,32,967,30,SATELITE,,,TRUE,80,68,148
600101505,101505,6,NW,LAERSKOOL NIETVERDIEND,NIETVERDIEND,LAERSKOOL NIETVERDIEND,LAERSKOOL NIETVERDIEND,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,809083,80903,TO BE UPDATED,99,NOT APPLICABLE,26.15828,-25.02164,NEIMS 2007,6,MARICO,DC38,CENTRAL DISTRICT MUNICIPALITY,NW385,RAMOTSHERE MOILOA LOCAL MUNICIPALITY,63805001,99,61015001,MADIKWE NU,NGAKA MODIRI MOLEMA,ZEERUST,NIETVERDIENDT,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.A.J,BURGER,,HERMANUSKRAALNIETV,,HERMANUSKRAALNIETV,,,NIETVERDIEND,2874,"HERMANUSKRAALNIETV,NIETVERDIEND,2874",P.O.BOX 39,NIETVERDIEND,2874,"P.O.BOX 39,NIETVERDIEND,2874",0183672220,0845836028,TO BE UPDATED,YES,TO BE UPDATED,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NW,NW,600101505,600101505,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW101505,0,TO BE UPDATED,TO BE UPDATED,101,5,101,7,89,5,203,7,258,8,311,8,,,,TRUE,42,24,66
300032305,32305,3,NC,KHARKHAMS SEKONDÊRE SKOOL,KHARKHAMS,KHARKHAMS SEKONDÊRE SKOOL,KHARKHAMS SEKONDÊRE SKOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),TO BE UPDATED,TO BE UPDA,8329,2032305,H/SKOOL KHARKHAMS,17.88911,-30.36421,NEIMS 2007,73,NAMAKWALAND,DC6,NAMAKWA DISTRICT MUNICIPALITY,NC064,KAMIESBERG LOCAL MUNICIPALITY,30604003,3,30306000,NONE,NOT APPLICABLE,NAMAKWA,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W. A,HORNIMANN,1,SCHOOL,STREET,1 SCHOOL STREET,,KHARKHAMS,SPRINGBOK,8223,"1 SCHOOL STREET,KHARKHAMS,SPRINGBOK,8223",POST OFFICE,GARAGAMS,8223,"POST OFFICE,GARAGAMS,8223",0276822006,0276822006,RURAL,YES,ACD,1,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NC,NC,300032305,300032305,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NC32305,0,TO BE UPDATED,TO BE UPDATED,536,18,566,18,516,18,512,19,510,17,543,17,SATELITE,,,TRUE,66,75,141
131312226,0131312226,1,WC,HOPEFIELD HS.,HOPEFIELD,HOPEFIELD HS.,HOPEFIELD HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312226,5521,TO BE UPDATED,1375509,HOPEFIELD HS.,18.350742,-33.065418,WCED,68,HOPEFIELD,DC1,WEST COAST DISTRICT MUNICIPALITY,WC014,SALDANHA BAY LOCAL MUNICIPALITY,10104007,7,10405000,NONE,NOT APPLICABLE,WEST COAST,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.,FOURIE,,STASIE,STREET,STASIE STREET,,,HOPEFIELD,,"STASIE STREET,HOPEFIELD,",P.O.BOX 23,HOPEFIELD,7355,"P.O.BOX 23,HOPEFIELD,7355",0227230040,0845167388,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,131312226,131312226,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0131312226,0,TO BE UPDATED,TO BE UPDATED,596,28,613,26,557,25,521,26,506,27,550,27,,,,TRUE,57,57,114
444510260,444510260,4,FS,VREDE C/S,VREDE C/S,VREDE C/S,VREDE C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),129225,191206,7752,3194018,HOERSKOOL VREDE,29.157548,-27.434475,FSED 2007,215,VREDE,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS195,PHUMELELA LOCAL MUNICIPALITY,41905003,3,41604000,VREDE SP,NOT APPLICABLE,THABO MOFUTSANYANA,15,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,W L,ELS,22,REYNECKE,STREET,22 REYNECKE STREET,,THEMBALIHLE,VREDE,9835,"22 REYNECKE STREET,THEMBALIHLE,VREDE,9835",PRIVATE BAG X7,VREDE,9835,"PRIVATE BAG X7,VREDE,9835",058-913 1003,0833048058,Urban,Yes,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,17-Sep-98,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,444510260,444510260,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS44510260,0,TO BE UPDATED,TO BE UPDATED,308,20,314,20,300,20,304,21,308,21,310,20,,,,TRUE,49,44,93
800005801,800005801,8,MP,HOËRSKOOL GENERAAL HERTZOG,GENERAAL HERTZOG,HOËRSKOOL GENERAAL HERTZOG,HOËRSKOOL GENERAAL HERTZOG,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TRANSVAAL EDUCATION DEPARTMENT(TED),300219,300219,800005801,6305107,HOERSKOOL GENERAAL HERTZOG,29.2155,-25.87133,TO BE UPDATED,210,WITBANK,DC31,NKANGALA DISTRICT MUNICIPALITY,MP312,EMALAHLENI LOCAL MUNICIPALITY,83102022,22,78203002,BRONKHORSTSPRUIT (NU),NKANGALA,NOT APPLICABLE,WITBANK1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W .A,BRUMMER,,ELIZABETH,AVENUE,ELIZABETH AVENUE,,UITBREIDING 10,WITBANK,1035,"ELIZABETH AVENUE,UITBREIDING 10,WITBANK,1035",PRIVATE BAG X7231,WITBANK,1035,"PRIVATE BAG X7231,WITBANK,1035",0136562464,0832330463,TO BE UPDATED,YES,ABCDE,,Y,BUSHBUCKRIDGE,RURAL,14-Jul-92,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,MP,MP,800005801,800005801,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,MP800005801,0,TO BE UPDATED,TO BE UPDATED,1032,49,1084,48,965,49,1002,48,1011,48,1033,49,,,,TRUE,5,32,37
