NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,PED_Institution,PED_Name,DoE_Status,PED_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO
100000052,,1,WC,MASAKHANE EDUCARE (MASIPHUMELELE),MASAKHANE,,,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,WCED,4,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,69,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,01,,,,,,,Z,BONTSHI,1575,SKINA,ROAD,1575 SKINA ROAD,MASIPHUMELELE,,SUNNYDALE,7975,"1575 SKINA ROAD,MASIPHUMELELE,SUNNYDALE,7975",P.O.BOX 22465,FISH HOEK,,"P.O.BOX 22465,FISH HOEK,",0217857039,0826349081,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,54,,,,,,,FALSE,,,,
800010769,800010769,8,MP,LUCY MASHIANE PRE PRIMARY SCHOOL,LUCY MASHIANE,LUCY MASHIANE PRE-PRIMARY SCHOOL,LUCY MASHIANE PRE-PRIMARY SCHOOL,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),TO BE UPDATED,710444,800010769,99,NOT APPLICABLE,29.17861,-25.87088,NEIMS 2007,210,WITBANK,DC31,NKANGALA DISTRICT MUNICIPALITY,MP312,EMALAHLENI LOCAL MUNICIPALITY,83102010,10,TO BE UPDATED,TO BE UPDATED,NKANGALA,NOT APPLICABLE,WITBANK1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,Y.B,THABETHE,,,,,,ACKERVILLE,WITBANK,1035,"ACKERVILLE,WITBANK,1035",P.O.BOX 1788,WITBANK,1035,"P.O.BOX 1788,WITBANK,1035",0136999369,0839634303,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,Y,BUSHBUCKRIDGE,RURAL,01-Jan-94,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,MP,MP,800010769,800010769,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,MP800010769,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,36,,,,,,,FALSE,,,,
105008385,,1,WC,KENWYN PRE-PRIMARY,KENWYN,,,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.502659,-33.991646,WCED,5,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO CENTRAL,01,,,,,,,Y,ALLIE,19,LEAFMORE,ROAD,19 LEAFMORE ROAD,,LANSDOWNE,WYNBERG,7780,"19 Leafmore ROAD,LANSDOWNE,WYNBERG,7780",19 LEAFMORE ROAD,KENWYN,,"19 LEAFMORE ROAD,KENWYN,",0217617991,0845336746,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,60,,,,,,,FALSE,,,,
200800898,800898,2,EC,MASIPATISANE PRE-SCHOOL,MASIPATISANE,MASIPATISANE PRE-SCHOOL,MASIPATISANE PRE-SCHOOL,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,TO BE UPDATED,194200,194200,TO BE UPDATED,99,NOT APPLICABLE,26.95695,-31.90969,NEIMS 2007,295,CACADU/GLEN GREY/LADY FRERE,DC13,CHRIS HANI DISTRICT MUNICIPALITY,EC134,LUKANJI LOCAL MUNICIPALITY,21304008,8,22104000,NONE,NOT APPLICABLE,QUEENSTOWN,EZIBELENI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,X.W,SIXISHE,1,ONE,ZONE,1 ONE ZONE,,EZIBELENI,QUEENSTOWN,5326,"ZONE 1,NO 1613,EZIBELENI, 5326,5326",P.O.BOX 3707,KOMANI,5685,"P.O.BOX 3707,KOMANI,5685",,0827457662,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,Y,CHRIS HANI,RURAL,01-Jan-70,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200800898,200800898,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,EC800898,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,63,,,,,,,FALSE,,,,
106007029,0106007029,1,WC,MASISEBENZISANE PREPRIM.,MASISEBENZISANE,MASISEBENZISANE PREPRIM.,MASISEBENZISANE PREPRIM.,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,007029,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.577561,-33.994881,WCED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100038,38,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,X.,TSHAKA,10712,NDIKI,CLOSE,10712 NDIKI CLOSE,,NEW CROSS ROADS,NYANGA,7750,"10712 NDIKI CLOSE,NEW CROSS ROADS,NYANGA,7750",P.O.BOX 33011,NYANGA,7750,"P.O.BOX 33011,NYANGA,7750",0213850190,0825174530,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106007029,106007029,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,EXACT PLOT,,,150,7,,,,,,,,30,,,,,,,FALSE,,,,
106008136,0106008136,1,WC,JOYCE NDINISA ENRICHMENT CENTRE,JOYCE,JOYCE NDINISA ENRICHMENT CENTRE,JOYCE NDINISA ENRICHMENT CENTRE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.700298,-34.044534,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO NORTH,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,X,MKABILE,,STULO,STREET,STULO STREET,,ZWARTDAM,ATHLONE,7764,"STULO STREET,ZWARTDAM,ATHLONE,7764",POST OFFICE,CROSSROAD 7,7784,"POST OFFICE,CROSSROAD 7,7784",0213850093,0738629726,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106008136,106008136,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,36,,,,,,,FALSE,,,,
126301016,0126301016,1,WC,CERES LIONS PRE-PRIM.,CERES LIONS,CERES LIONS PRE-PRIM.,CERES LIONS PRE-PRIM.,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,301016,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,19.306652,-33.36319,WCED,183,CERES,DC3,OVERBERG DISTRICT MUNICIPALITY,TO BE UPDATED,WITZENBERG LOCAL MUNICIPALITY,10202005,5,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W. H.,VAN DER MERWE,19,REID,STREET,19 REID STREET,,,CERES,6835,"19 REID STREET,CERES,6835",P.O.BOX 224,CERES,6835,"P.O.BOX 224,CERES,6835",0233122425,0828933301,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,126301016,126301016,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,61,,,,,,,FALSE,,,,
106008119,0106008119,1,WC,LWAZI PREPRIM,LWAZI,LWAZI PREPRIM,LWAZI PREPRIM,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.650698,-34.012981,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.,TSETSE,1318,C,BLOCK,1318 C BLOCK,,KHAYELITSHA SITE C,KHAYELITSHA,7784,"1318 C BLOCK,KHAYELITSHA SITE C,KHAYELITSHA,7784",POST OFFICE,"NTYATYAMBO STREET SITE C,KHAYELITSHA",7784,"POST OFFICE,NTYATYAMBO STREET SITE C,KHAYELITSHA,7784",0213873077,0786653001,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106008119,106008119,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,55,4,,,,,,,,27,,,,,,,FALSE,,,,
134301079,0134301079,1,WC,SEEMEEU PARK PRE-PRIM.,SEEMEEU,SEEMEEU PARK PRE-PRIM.,SEEMEEU PARK PRE-PRIM.,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,TO BE UPDATED,301079,5211,TO BE UPDATED,99,NOT APPLICABLE,17.939576,-33.023387,TO BE UPDATED,69,VREDENBURG,DC1,WEST COAST DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,WEST COAST,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.,BRITS,1,FRANS ERASMUS,DRIVE,1 FRANS ERASMUS DRIVE,,NAVY BASE,SALDANHA,7395,"1 FRANS ERASMUS DRIVE,NAVY BASE,SALDANHA,7395",P.O.BOX 8,SALDANHA,7395,"P.O.BOX 8,SALDANHA,7395",0227142173,0733856960,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,134301079,134301079,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,16,,,,,,,FALSE,,,,
105007633,0105007633,1,WC,ISHRAAQ EDUCARE CENTRE,ISHRAAQ,ISHRAAQ EDUCARE CENTRE,ISHRAAQ EDUCARE CENTRE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.515311,-34.040548,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100065,65,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,03,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.,BOUGARD,3075,FOURTH,AVENUE,3075 FOURTH AVENUE,,LOTUS RIVER,WYNBERG,7945,"3075 FOURTH AVENUE,LOTUS RIVER,WYNBERG,7945",POST OFFICE,LOTUS RIVER,7945,"POST OFFICE,LOTUS RIVER,7945",0217055471,0822186704,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,105007633,105007633,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,65,4,,,,,,,,32,,,,,,,FALSE,,,,
441304845,441304845,4,FS,DIE BYNES PP/S,DIE BYNES PP/S,DIE BYNES PP/S,DIE BYNES PP/S,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,200308,TO BE UPDATED,99,NOT APPLICABLE,25.28911,-29.73329,NEIMS 2007,258,FAURESMITH,DC16,XHARIEP DISTRICT MUNICIPALITY,FS162,KOPANONG LOCAL MUNICIPALITY,41602006,6,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,XHARIEP,14,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,W,WARD,2,VAN REENEN,STREET,2 VAN REENEN STREET,,BOLOKANANG,PETRUSBURG,9932,"2 VAN REENEN STREET,BOLOKANANG,PETRUSBURG,9932",P.O.BOX 250,PETRUSBURG,9932,"P.O.BOX 250,PETRUSBURG,9932",053-5740201,0844071139,Urban,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,441304845,441304845,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,FS41304845,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,24,,,,,,,FALSE,,,,
600100226,100226,6,NW,LAERSKOOL  BURGERSDORP,BURGERSDORP,LAERSKOOL BURGERSDORP,LAERSKOOL BURGERSDORP,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,89066,89066,TO BE UPDATED,99,NOT APPLICABLE,26.173833,-26.16415,NEIMS 2007,88,LICHTENBURG,DC38,CENTRAL DISTRICT MUNICIPALITY,NW384,DITSOBOTLA LOCAL MUNICIPALITY,63804004,4,60910002,BURGERSDORP,NGAKA MODIRI MOLEMA,LICHTENBURG,LICHTENBURG,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W,STEENKAMP,41,BEYERS NAUDE,ROAD,41 BEYERS NAUDE ROAD,,RETIEFS PARK,LICHTENBURG,2740,"41 BEYERS NAUDE ROAD,RETIEFS PARK,LICHTENBURG,2740",PRIVATE BAG X12048,LICHTENBURG,2740,"PRIVATE BAG X12048,LICHTENBURG,2740",0186322917,0827751917,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NW,NW,600100226,600100226,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW100226,0,TO BE UPDATED,TO BE UPDATED,534,22,552,24,502,24,497,22,,546,23,,532,24,,,,,FALSE,,,,
101008394,,1,WC,KONINGSPIKKIES PRESCHOOL,KONINGSPIKKIES,,,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.703685,-33.842431,WCED,1,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,102,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO NORTH,07,,,,,,,W,SCHUTZ,60,KIPLING,STREET,60 KIPLING STREET,,,KRAAIFONTEIN,,"60 Kipling STREET,KRAAIFONTEIN,",P.O.BOX 5035,KRAAIFONTEIN,,"P.O.BOX 5035,KRAAIFONTEIN,",0219880097,083 212 9378,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,43,,,,,,,FALSE,,,,
103003227,0103003227,1,WC,KENSINGTON (U.J.W.) PREPRIM.,KENSINGTON,KENSINGTON (U.J.W.) PREPRIM.,KENSINGTON (U.J.W.) PREPRIM.,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,003227,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.512421,-33.908913,WCED,66,CAPE,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100056,56,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO CENTRAL,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W,CLAASEN,155,TWELFTH,AVENUE,155 TWELFTH AVENUE,,KENSINGTON,MAITLAND,7405,"155 TWELFTH AVENUE,KENSINGTON,MAITLAND,7405",POST OFFICE,KENSINGTON,7405,"POST OFFICE,KENSINGTON,7405",0215932430,07812582958,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,103003227,103003227,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,26,,,,,,,FALSE,,,,
103008166,0103008166,1,WC,NOZUKILE EDUCARE,NOZUKILE,NOZUKILE EDUCARE,NOZUKILE EDUCARE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.654988,-34.026823,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,VS,HLEZLIPHONDO,546B,B,SITE,546B B SITE,,KHAYELITSHA SITE B,KHAYELITSHA,7793,"546B B SITE,KHAYELITSHA SITE B,KHAYELITSHA,7793",P.O.BOX 5405,CAPE TOWN,8000,"P.O.BOX 5405,CAPE TOWN,8000",0213615192,0721518634,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,103008166,103008166,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,128,6,,,,,,,,27,,,,,,,FALSE,,,,
200800966,800966,2,EC,WILLOWVALE PRE-SCHOOL,WILLOWVALE,WILLOWVALE PRE-SCHOOL,WILLOWVALE PRE-SCHOOL,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,TO BE UPDATED,104432,104432,TO BE UPDATED,99,NOT APPLICABLE,28.50372,-32.26521,NEIMS 2007,44,GATYANA/WILLOWVALE,DC12,AMATOLE DISTRICT MUNICIPALITY,EC121,MBHASHE LOCAL MUNICIPALITY,21201025,25,21018000,NONE,NOT APPLICABLE,DUTYWA,Willowvale,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,V.V,LINGANISO,40,,,40  ,,,WILLOWVALE,5040,"40 MAIN STREE,WILLOWVALE VILLAGE,WILLOWVALE,5040",P.O.BOX 858,WILLOWVALE,5040,"P.O.BOX 858,WILLOWVALE,5040",,0837574344,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200800966,200800966,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,EC800966,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,17,,,,,,,FALSE,,,,
200800927,800927,2,EC,ISIPETU PRE-PRIMARY,ISIPETU,ISIPETU PRE-PRIMARY,ISIPETU PRE-PRIMARY,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,TO BE UPDATED,144485,144485,TO BE UPDATED,99,NOT APPLICABLE,29.18753,-31.08954,NEIMS 2007,150,TABANKULU,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC152,NTABANKULU LOCAL MUNICIPALITY,21502002,2,23101037,SIPETU,NOT APPLICABLE,LUSIKISIKI,Zinyosini,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,V.T,GAWULANA,,,,,SILINDINIAA,SILINDINIAA,MOUNT FRERE,5090,"SILINDINI A/A,NTABAKULU,5090",PRIVATE BAG X9005,MOUNT FRERE,5090,"PRIVATE BAG X9005,MOUNT FRERE,5090",0392550077,0839973022,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,Y,O.R.TAMBO,RURAL,01-Jan-97,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200800927,200800927,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,EC800927,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,39,,,,,,,FALSE,,,,
