NatEmis,EmisNo,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,Box_Bag Postal_Code,PostalAddress,Telephone,Facsimile,cellno,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
129333050,0129333050,1,WC,STEINTHAL SEK.,STEINTHAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,TO BE UPDATED,333050,915,99,8922,,STEINTHAL SEK.,19.13070854,-33.24464922,WCED,181,TULBAGH,DC3,OVERBERG DISTRICT MUNICIPALITY,WC022,BREEDE VALLEY LOCAL MUNICIPALITY,10202011,11,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT10,M.E,SWIGELAAR,,STEINTHAL,ESTATE,STEINTHAL ESTATE,,,TULBAGH,6820,"STEINTHAL ESTATE,,,TULBAGH,6820",P.O.BOX 17,TULBAGH,6820,"P.O.BOX 17,TULBAGH,6820",0232300362,0232300167,0823774619,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,287,27,,,,FALSE,,,
500278758,278758,5,KZ,SUNFIELD HOME,SUNFIELD HOME,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,31.05422,-29.63296,NEIMS 2007,33,INANDA,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200060,60,TO BE UPDA,TO BE UPDATED,ETHEKWINI,PINETOWN,PHOENIX,MRS.A.J,JACKLIN,,SUNFIELD,DRIVE,SUNFIELD DRIVE,,CANELANDS,VERULAM,4340,"SUNFIELD DRIVE,,CANELANDS,VERULAM,4340",P.O.BOX 1975,VERULAM,4340,"P.O.BOX 1975,VERULAM,4340",0325333632,0325337643,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,52,6,,,,FALSE,,,
103007427,0103007427,1,WC,SUNNINGDALE SCHOOL,SUNNINGDALE,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,LEARNING DISABILITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDA,99,1183,1341183,SUNNINGDALE SCHOOL,18.48763168,-33.8086284,WCED,66,CAPE,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100023,23,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO NORTH,CIRCUIT3,MR.C.J,SAMPSON,111,WINGATE ED,,111 WINGATE ED,,TABLE VIEW,,7441,"111 WINGATE ED ,,TABLE VIEW,,7441",POST OFFICE 7441,SUNNINGDALE,7441,"POST OFFICE 7441,SUNNINGDALE,7441",0215575096,0215567490,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,49,15,,,,FALSE,,,
700230094,230094,7,GT,SUNRISE SCHOOL,SUNRISE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),904006,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.1108466668,-25.7883316669,GDE2009,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600061,61,77612103,PRETORIA WEST,NOT APPLICABLE,TSHWANE SOUTH,NOTAPPLICABLE,O,LATHA,203,MAXWELL,ROAD,203 MAXWELL ROAD,LAUDIUM,,PRETORIA,0037,"203 MAXWELL ROAD,LAUDIUM,,PRETORIA,0037",P.O.BOX 13164,LAUDIUM,0037,"P.O.BOX 13164,LAUDIUM,0037",0123743942,0123743942,0829530998,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,127,10,,,,FALSE,,,
200100972,100972,2,EC,SUNSHINE SPECIAL SCHOOL,SUNSHINE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,022423,022423,99,NOT APPLICABLE,,NOT APPLICABLE,25.38591,-33.7645,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500048,48,27518006,COLLEGE HILL,NOT APPLICABLE,UITENHAGE,CIRCUIT6,C.H,KIVEDO,,GIBBON,STREET,GIBBON STREET,,,UITENHAGE,6230,"GIBBON STREET,,,UITENHAGE,6230",P.O.BOX 97,UITENHAGE,6230,"P.O.BOX 97,UITENHAGE,6230",TO BE UPDATED,0419922013,0837612499,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,223,21,,,,FALSE,,,
907131614,907131614,9,LP,SUSAN STRIJDOM SKOOL,SUSAN STRIJDOM,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD AND MODERATELY HANDICAPPED / PRE VOCATIONAL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),890002,1210,99,NOT APPLICABLE,,NOT APPLICABLE,28.39719,-24.69782,NEIMS 2007,95,WATERBERG,DC36,WATERBERG DISTRICT MUNICIPALITY,LIM365,MODIMOLLE LOCAL MUNICIPALITY,93605004,4,91702001,ELANDSPOORT,NOT APPLICABLE,WATERBERG,NYLSTROOM,H .J,COETZER,50,FRIEDBERG,ROAD,50 FRIEDBERG ROAD,,NYLSTROOM,MODIMOLLE,,"50 FRIEDBERG ROAD,,NYLSTROOM,MODIMOLLE,",PRIVATE BAG X1021,NYLSTROOM,0510,"PRIVATE BAG X1021,NYLSTROOM,0510",0147172375,0147172394,0824939357,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,,,,,,,406,28,,,,FALSE,,,
500442668,442668,5,KZ,SWANA SCHOOL AND ASSESSMENT CENTRE,SWANA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUALLY & PHYSICAL DISABLITIES,PUBLIC,PUBLIC,TO BE UPDATED,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,31.888679,-28.738945,GEOCODE 2010 GOOGLE EARTH,TO BE UPDA,TO BE UPDATED,DC24,UMZINYATHI DISTRICT MUNICIPALITY,TO BE UPDATED,UMHLATHUZE LOCAL MUNICIPALITY,52802026,26,TO BE UPDA,TO BE UPDATED,ZULULAND,EMPANGENI,ESHOWE,THE,MANAGER,18,CORNER MACK,ROAD,18 CORNER MACK ROAD,,KILDARE,EMPANGENI,3880,"18 CORNER MACK ROAD,,KILDARE,EMPANGENI,3880",PRIVATE BAG X123,EMPANGENI,3880,"PRIVATE BAG X123,EMPANGENI,3880",0357721035,0357721035,0823421119,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,ON STREET,,,,,,,,,100,5,,,,FALSE,,,
105315611,0105315611,1,WC,TAFELBERGSKOOL,TAFELBERG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,LEARNING DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,315611,5970,99,1165,1321165,TAFELBERGSKOOL,18.39085152,-33.91595207,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100054,54,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT6,MR.L,BENECKE,353,MAIN,ROAD,353 MAIN ROAD,SEAPOINT,SEA POINT,CAPE TOWN,8001,"353 MAIN ROAD,SEAPOINT,SEA POINT,CAPE TOWN,8001",PRIVATE BAG X6,SEA POINT,8001,"PRIVATE BAG X6,SEA POINT,8001",0214399433,0214340937,0834147385,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,402,36,,,,FALSE,,,
700133066,133066,7,GT,TAKALANI,TAKALANI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SEVERE MENTAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),910008,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,27.9373533334,-26.2572933338,GDE2009,322,SOWETO,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400026,26,77426013,JABAVU,NOT APPLICABLE,JOHANNESBURG NORTH,NOTAPPLICABLE,T,NDLOVU,246146,RAMLUNGANE,AGRICULTURAL AUTHORITY,246146 RAMLUNGANE AGRICULTURAL AUTHORITY,,,SOWETO,2135,"246146 RAMLUNGANE AGRICULTURAL AUTHORITY,,,SOWETO,2135",P.O.BOX 82102,SOUTHDALE,2135,"P.O.BOX 82102,SOUTHDALE,2135",0119388360,0119382969,0833960721,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,206,17,,,,FALSE,,,
440304159,40304159,4,FS,TATELLO SPEC,TATELLO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PLACE OF SAFETY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),123233,820716,99,NOT APPLICABLE,,NOT APPLICABLE,26.228929,-29.149008,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702003,3,40504003,BATHO,NOT APPLICABLE,MOTHEO,40,P.A,SEPHIRI,,TSHIRELETSONG,,TSHIRELETSONG,EHRLICHPARK,,BLOEMFONTEIN,,"TSHIRELETSONG ,EHRLICHPARK,,BLOEMFONTEIN,",PRIVATE BAG X20536,BLOEMFONTEIN,9300,"PRIVATE BAG X20536,BLOEMFONTEIN,9300",0514353317,0514353171,0823857271,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,11,4,,4,34,,35,4,,,,FALSE,,,
106000113,0106000113,1,WC,TEMBALETU,TEMBALETU,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,000113,7112,99,NOT APPLICABLE,,NOT APPLICABLE,18.57047276,-33.98918513,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100041,41,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT3,C.A,AFRICA,77,NY,,77 NY,GUGULETHU,GUGULETU,CAPE TOWN,7750,"77 NY ,GUGULETHU,GUGULETU,CAPE TOWN,7750",P.O.BOX 2228,CLAREINCH,7750,"P.O.BOX 2228,CLAREINCH,7750",0216375902,0216376726,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,164,19,,,,FALSE,,,
200401048,401048,2,EC,TEMBISA SCHOOL,TEMBISA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,023439,023439,99,NOT APPLICABLE,,NOT APPLICABLE,28.47652,-31.36035,NEIMS 2007,235,TSOLO,DC14,UKHAHLAMBA DISTRICT MUNICIPALITY,EC141,ELUNDINI LOCAL MUNICIPALITY,21401001,0,23626010,IKWEZI EXT,NOT APPLICABLE,MTHATA,CIRCUIT1,N.F,SIPAMLA,25,BUTTERCUP,ROAD,25 BUTTERCUP ROAD,,IKWEZI EXTENSION,UMTATA,5100,"25 BUTTERCUP ROAD,,IKWEZI EXTENSION,UMTATA,5100",P.O.BOX 933,UMTATA,5100,"P.O.BOX 933,UMTATA,5100",0475350922,0475350923,0837340314,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,UKHAHLAMBA,RURAL,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,287,25,,,,FALSE,,,
600102405,102405,6,NW,TEMOGO SPECIAL,TEMOGO ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),961831,961831,99,NOT APPLICABLE,,NOT APPLICABLE,27.2192,-25.27749,NEIMS 2007,92,MANKWE,DC37,BOJANALA DISTRICT MUNICIPALITY,NW375,MOSES KOTANE LOCAL MUNICIPALITY,63705013,13,60502000,NONE,BOJANALA,MOSES KOTANE EAST,MOSESKOTANEEAST,T.J,SELLWE,,MOGWASE CIRCUIT,,MOGWASE CIRCUIT,,,,0316,"MOGWASE CIRCUIT ,,,,0316",P.O.BOX 1009,SUNCITY,0316,"P.O.BOX 1009,SUNCITY,0316",0145555940,,0827285920,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,,,,,FALSE,,,
600102406,102406,6,NW,TEMOSO SPECIAL,TEMOSO ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,24.17562,-26.60521,NEIMS 2007,83,GANYESA,DC39,BOPHIRIMA DISTRICT MUNICIPALITY,NW391,KAGISANO LOCAL MUNICIPALITY,63901005,5,TO BE UPDA,TO BE UPDATED,DR KENNETH KAUNDA,KAGISANO MOLOPO,KAGISANOMOLOPO,H,SEPHECHOLO,,MAGISTRATE,ROAD,MAGISTRATE ROAD,,,GANYESA,8613,"MAGISTRATE ROAD,,,GANYESA,8613",P.O.BOX 1470,GANYESA,8613,"P.O.BOX 1470,GANYESA,8613",TO BE UPDATED,,0837308589,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,70,6,,,,FALSE,,,
700321786,321786,7,GT,THABO-VUYO,THABO-VUYO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),908002,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,27.8432199999,-26.6083866673,GDE2009,319,VANDERBIJLPARK,DC42,SEDIBENG DISTRICT MUNICIPALITY,GT421,EMFULENI LOCAL MUNICIPALITY,74201017,17,70410002,ARCON PARK,NOT APPLICABLE,SEDIBENG WEST,NOTAPPLICABLE,MRS.N,TJELELE,1,SAMUEL,STREET,1 SAMUEL STREET,ZONE,SEBOKENG,VANDERBIJLPARK,,"1 SAMUEL STREET,ZONE,SEBOKENG,VANDERBIJLPARK,",P.O.BOX 373,MASOHENG,1982,"P.O.BOX 373,MASOHENG,1982",0169884211,0169884211,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,386,25,,,,FALSE,,,
800005496,800005496,8,MP,THANDUXOLO SPECIALISED SCHOOL,THANDUXOLO ECIALISED,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),300044,300044,800005496,NOT APPLICABLE,,NOT APPLICABLE,29.2163,-25.87316,NEIMS 2007,210,WITBANK,DC31,NKANGALA DISTRICT MUNICIPALITY,MP312,EMALAHLENI LOCAL MUNICIPALITY,83102022,22,TO BE UPDA,TO BE UPDATED,NKANGALA,NOT APPLICABLE,WITBANK1,F .C .P,MASUKU,,CORNER HOFMEYER AND SMUTS,STREET,CORNER HOFMEYER AND SMUTS STREET,,,WITBANK,1039,"CORNER HOFMEYER AND SMUTS STREET,,,WITBANK,1039",P.O.BOX 6031,EMALAHLENI,1039,"P.O.BOX 6031,EMALAHLENI,1039",0136569165,,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,BUSHBUCKRIDGE,RURAL,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,198,14,,,,FALSE,,,
700133124,133124,7,GT,THE FOUNDATION SCHOOL,THE FOUNDATION,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,HARD OF HEARING,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION AND TRAINING(DET),99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.004391667,-26.1778516669,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400088,88,77409188,MELVILLE KOPPIES,NOT APPLICABLE,JOHANNESBURG NORTH,NOTAPPLICABLE,M.P,SCHOTT,3258,FIRSTAVANUE,AVANUE,3258 FIRSTAVANUE AVANUE,,,JOHANNESBURG,2066,"3258 FIRSTAVANUE AVANUE,,,JOHANNESBURG,2066",P.O.BOX 91600,AUCKLANDPARK,2006,"P.O.BOX 91600,AUCKLANDPARK,2006",0114823520,0114824303,0825692176,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,255,15,,,,,286,23,,,,FALSE,,,
700251090,251090,7,GT,THE GATEWAY SCHOOL,THE GATEWAY,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),912004,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,27.8723433329,-26.0906583334,GDE2009,268,ROODEPOORT,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400097,97,70101008,KAGISO CENTRAL,NOT APPLICABLE,JOHANNESBURG WEST,NOTAPPLICABLE,MR.P.M,VAN RENSBURG,0,VAN DALEN,AGRICULTURAL AUTHORITY,0 VAN DALEN AGRICULTURAL AUTHORITY,RUIMSIG,,ROODEPOORT,,"0 VAN DALEN AGRICULTURAL AUTHORITY,RUIMSIG,,ROODEPOORT,",P.O.BOX 270,FLORIDA,1709,"P.O.BOX 270,FLORIDA,1709",0119582080,0119582084,0823309058,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,290,26,,,,FALSE,,,
700120154,120154,7,GT,THE HAMLET SCHOOL,THE HAMLET,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),911012,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.0426683333,-26.2412999998,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400058,58,77409143,KLIPSPRUIT WEST,NOT APPLICABLE,JOHANNESBURG SOUTH,NOTAPPLICABLE,D.C,JOYCE,125,BERTHA,STREET,125 BERTHA STREET,,TURFFONTEIN,JOHANNESBURG,2190,"125 BERTHA STREET,,TURFFONTEIN,JOHANNESBURG,2190",P.O.BOX 74280,TURFFONTEIN,2190,"P.O.BOX 74280,TURFFONTEIN,2190",0116832362,0116831000,0829211966,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,322,25,,,,FALSE,,,
500281015,281015,5,KZ,THE KENMONT COMBIN,THE KENMONT,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,LEARNING DIFFICULTY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),99,TO BE UPDA,99,5411270,5411240,KENMONT HIGH SCHOOL,31.029983,-29.9017,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200066,66,57218042,FYNNLANDS,ETHEKWINI,UMLAZI,DURBAN CENTRAL,MRS.E.C,KLOPPER,45,ISLAND VIEW,ROAD,45 ISLAND VIEW ROAD,,BLUFF,DURBAN,,"45 ISLAND VIEW ROAD,,BLUFF,DURBAN,",PRIVATE BAG X3,FYNNLANDS,4052,"PRIVATE BAG X3,FYNNLANDS,4052",0314664477,0314662049,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,515,45,,,,FALSE,,,
700400256,400256,7,GT,THE KEY SCHOOL,THE KEY,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,ORDINARY SCHOOL,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.02696,-26.182723,TELKOM 2009,TO BE UPDA,TO BE UPDATED,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79400087,87,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG EAST,NOT APPLICABLE,THE,MANAGER,7,RHODES,AVENUE,7 RHODES AVENUE,,,JOHANNESBURG,2034,"7 RHODES AVENUE,,,JOHANNESBURG,2034",P.O.BOX 846111,GREENSIDE,2034,"P.O.BOX 846111,GREENSIDE,2034",0117262445,0117267901,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,33,7,,,26,5,,,,FALSE,,,
500249158,249158,5,KZ,THE PHOENIX P,THE PHOENIX,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SPECIAL NEEDS EDUCATION,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,ETHEKWINI,UMLAZI,DURBAN CENTRAL,THE,MANAGER,50,MOUNTAIN,VIEW,50 MOUNTAIN VIEW,,,ROSEGLEN,4091,"50 MOUNTAIN VIEW,,,ROSEGLEN,4091",P.O.BOX 47134,GREYVILLE,4023,"P.O.BOX 47134,GREYVILLE,4023",0312089268,0312080647,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,,,,,FALSE,,,
