NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Dinaledi_Schools,Quids_Up_School,NEIMSEMISN,DEM_CHKS,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
445203383,45203383,4,FS,THABANG PRE SCHOOL,THABANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,LEJWELEPUTSWA,40,THE,MANAGER,,,,,,,,9520,9520,POST OFFICE 9520,VILJOENSKROON,9520,"POST OFFICE 9520,VILJOENSKROON,9520",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445203974,45203974,4,FS,THABANG THOKOZANI CRECHE,THABANG THOKOZANI,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,28.97022,-27.83576,FSED 2007,279,HARRISMITH,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS195,PHUMELELA LOCAL MUNICIPALITY,41905007,7,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,THE,MANAGER,16,EZENZELENI,,16 EZENZELENI ,,EZENZELENI,PHUMELELA,9890,"16 EZENZELENI ,,EZENZELENI,PHUMELELA,9890",P.O.BOX 214,WARDEN,9890,"P.O.BOX 214,WARDEN,9890",0722259674,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS45203974,0,TO BE UPDATED,,,,90,80,1,82,1,FALSE,,,
700151746,151746,7,GT,THABILE NURSERY SCHOOL,THABILE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,NOT APPLICABLE,,NOT APPLICABLE,28.011094,-26.103487,TELKOM 2009,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,79400102,102,60301000,NONE,NOT APPLICABLE,TO BE UPDATED,NOTAPPLICABLE,THE,LERA,18,OLYMPIC,ROAD,18 OLYMPIC ROAD,,BLAIRGOWRIE,RANDBURG,2125,"18 OLYMPIC ROAD,BLAIRGOWRIE,RANDBURG,2125",P.O.BOX 403,RANDBURG,2125,"P.O.BOX 403,RANDBURG,2125",0117877331,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445203186,45203186,4,FS,THABISONG DAY CARE -CENTRE,THABISONG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,LEJWELEPUTSWA,40,THE,MANAGER,,,,,,,,9480,9480,P.O.BOX 218,ODENDAALSRUS,9480,"P.O.BOX 218,ODENDAALSRUS,9480",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
700890023,890023,7,GT,THABISONG EDUCARE CENTRE,THABISONG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG EAST,NOTAPPLICABLE,THE,MANAGER,44,EIGHTH,AVENUE,44 EIGHTH AVENUE,,ALEXANDRA,SANDTON,2090,"44 EIGHTH AVENUE,ALEXANDRA,SANDTON,2090",P.O.BOX 174,BRAMLEY,2018,"P.O.BOX 174,BRAMLEY,2018",0114436540,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,155,,,169,169,2,160,5,FALSE,,,
445203256,45203256,4,FS,THABO EKGOLO EDUCARE,THABO EKGOLO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC20,FEZILE DABI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,THE,MANAGER,,,,,,,,9570,9570,P.O.BOX 5801,SASOLBURG,9570,"P.O.BOX 5801,SASOLBURG,9570",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801702,801702,2,EC,THABO MBEKI COMMUNITY KIDS COLLEGE,THABO MBEKI,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,LIBODE,TO BE UPDATED,THE,MANAGER,,,,,,,,5160,5160,P.O.BOX 42,LIBODE,5160,"P.O.BOX 42,LIBODE,5160",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,35,,,,,,,,FALSE,,,
445203207,45203207,4,FS,THABO PRE-SCHOOL,THABO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC17,MOTHEO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOTHEO,40,THE,MANAGER,,,,,,,,9781,9781,PRIVATE BAG X505,BOTSHABELO,9781,"PRIVATE BAG X505,BOTSHABELO,9781",0515343863,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,75,2,,,,,,,FALSE,,,
445203022,45203022,4,FS,THABO R KHOLO,THABO R KHOLO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC20,FEZILE DABI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,THE,MANAGER,,,,,,,,9570,9570,POST OFFICE 9570,SASOLBURG,9570,"POST OFFICE 9570,SASOLBURG,9570",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445203349,45203349,4,FS,THABO VUYO CRECHE,THABO VUYO,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,24.99833,-29.39746,FSED 2007,310,KOFFIEFONTEIN,DC16,XHARIEP DISTRICT MUNICIPALITY,FS161,LETSEMENG LOCAL MUNICIPALITY,41601004,4,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,XHARIEP,TO BE UPDATED,J.H,MOTSHABI,332,ZINZA,STREET,332 ZINZA STREET,,DITLHAKE,KOFFIEFONTEIN,9986,"332 ZINZA STREET,,DITLHAKE,KOFFIEFONTEIN,9986",P.O.BOX 35,KOFFIEFONTEIN,9986,"P.O.BOX 35,KOFFIEFONTEIN,9986",0765525915,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS45203349,0,TO BE UPDATED,60,,,52,39,3,59,3,FALSE,,,
445203002,45203002,4,FS,THABO-EKGOLO,THABO-EKGOLO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC20,FEZILE DABI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,THE,MANAGER,,,,,,,,9650,9650,POST OFFICE 9650,HEILBRON,9650,"POST OFFICE 9650,HEILBRON,9650",0588530483,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
700880056,880056,7,GT,THABONG  CRECH,THABONG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC42,SEDIBENG DISTRICT MUNICIPALITY,GT421,EMFULENI LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,SEDIBENG WEST,NOTAPPLICABLE,THE,MANAGER,997,BOITUMELO,,997 BOITUMELO ,,,,1982,"997 BOITUMELO ,,1982",P.O.BOX 75,MASOHENG,1983,"P.O.BOX 75,MASOHENG,1983",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,149,30,,187,320,,330,1,FALSE,,,
445203295,45203295,4,FS,THABONG CRECHE,THABONG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,28.86773,-28.53476,FSED 2007,333,WITSIESHOEK,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904024,24,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,A,TSHABALALA,3028,,STAND,3028  STAND,,THABONG LUSAKA,PHUTHADITJHABA,9872,"3028  STAND,,THABONG LUSAKA,PHUTHADITJHABA,9872",P.O.BOX 22071,DIKGAKENG,9872,"P.O.BOX 22071,DIKGAKENG,9872",0724764718,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS45203295,0,TO BE UPDATED,147,2,,168,178,2,158,2,FALSE,,,
445203363,45203363,4,FS,THABONG DAY CARE CENTRE,THABONG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC17,MOTHEO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOTHEO,40,THE,MANAGER,,,,,,,,9781,9781,POST OFFICE 9781,BOTSHABELO,9781,"POST OFFICE 9781,BOTSHABELO,9781",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445503374,45503374,4,FS,THABONG DAY CARE CENTRE,THABONG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.80641,-29.19642,FSED 2007,359,THABA 'NCHU,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702040,40,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOTHEO,TO BE UPDATED,THE,MANAGER,27431,ONE,UNIT,27431 ONE UNIT,SELOSESHA,SELOSESHA UNIT 1,THABANCHU,9780,"27431 ONE UNIT,SELOSESHA,SELOSESHA UNIT 1,THABANCHU,9780",POST OFFICE 9780,"SELOSESHA,THABA NCHU",9780,"POST OFFICE 9780,SELOSESHA,THABA NCHU,9780",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS45503374,0,TO BE UPDATED,56,,,,57,,262,,FALSE,,,
445203184,45203184,4,FS,THABONG DAY CARE CRECHE,THABONG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC20,FEZILE DABI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,THE,MANAGER,,,,,,,,9499,9499,POST OFFICE 9499,KROONSTAD,9499,"POST OFFICE 9499,KROONSTAD,9499",0562143188,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
700880024,880024,7,GT,THABONG PRE PRIMARY,THABONG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,99,,NOT APPLICABLE,28.408154,-26.142998,TELKOM 2009,TO BE UPDA,TO BE UPDATED,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300070,70,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,GAUTENG EAST,NOTAPPLICABLE,THE,MANAGER,14412,MAHLOBO,STREET,14412 MAHLOBO STREET,,DAVEYTON X 3,BENONI,1520,"14412 MAHLOBO STREET,DAVEYTON X 3,BENONI,1520",P.O.BOX 127,DAVEYTON,0152,"P.O.BOX 127,DAVEYTON,0152",0114243637,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,427,,,166,166,,142,4,FALSE,,,
700312009,312009,7,GT,THABONG PRE-PRIMARY,THABONG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,89,KOSTER,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,TO BE UPDATED,0,60319023,RUSTENBURG NU,NOT APPLICABLE,TO BE UPDATED,NOTAPPLICABLE,THE,MANAGER,6858,LEROTHODI,STREET,6858 LEROTHODI STREET,,TSAKANE,BRAKPAN,1548,"6858 LEROTHODI STREET,TSAKANE,BRAKPAN,1548",P.O.BOX 70147,TSAKANE,1548,"P.O.BOX 70147,TSAKANE,1548",0117382203,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
700311860,311860,7,GT,THABONG PRE-PRIMARY SCHOOL,THABONG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,NOT APPLICABLE,,NOT APPLICABLE,28.408154,-26.142998,TELKOM 2009,201,RUSTENBURG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,79300070,70,60319023,RUSTENBURG NU,NOT APPLICABLE,TO BE UPDATED,NOTAPPLICABLE,THE,MANAGER,14412,MAHLOBO,STREET,14412 MAHLOBO STREET,,DAVEYTON X 3,BENONI,1507,"14412 MAHLOBO STREET,DAVEYTON X 3,BENONI,1507",P.O.BOX 127,DAVEYTON,1507,"P.O.BOX 127,DAVEYTON,1507",0114243637,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
200801828,801828,2,EC,THABONG PRESCHOOL,THABONG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,PORT ELIZABETH,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 203,TO BE UPDATED,4820,"P.O.BOX 203,TO BE UPDATED,4820",0414851700,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,97,,,,,,,,FALSE,,,
980009115,980009115,9,LP,THAKAMANGANA PRE-PRIMARY,THAKAMANGANA,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM355,LEPELE-NKUMPI LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,SEPITSI,THE,MANAGER,,MALEMATI,, MALEMATI ,,LEKURUNA,GAMPHAHLELA,0736," MALEMATI ,LEKURUNA,GAMPHAHLELA,0736",P.O.BOX 3540,"MALEMATI VILLAGE,MPHAHLELE",0736,"P.O.BOX 3540,MALEMATI VILLAGE,MPHAHLELE,0736",0722017028,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,129,1,,142,,,130,,FALSE,,,
445202985,45202985,4,FS,THAKANENG  CRECHE,THAKANENG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,28.88512,-28.31078,FSED 2007,333,WITSIESHOEK,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904003,3,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,T,SHUPINYANENG H,,DIYATALAWA,, DIYATALAWA ,,PROJECTNEXT,MALUTIAPHOFUNG,9870," DIYATALAWA ,,PROJECTNEXT,MALUTIAPHOFUNG,9870",P.O.BOX 14875,WITSIESHOEK,9870,"P.O.BOX 14875,WITSIESHOEK,9870",0733052774,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS45202985,0,TO BE UPDATED,21,1,,17,18,,22,1,FALSE,,,
921142034,921142034,9,LP,THAKETJI PRE-PRIMARY,THAKETJI,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC36,WATERBERG DISTRICT MUNICIPALITY,LIM367,MOGALAKWENA LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,WATERBERG,MATLALANE,THE,MANAGER,,HLOGOYANKU,VILLAGE, HLOGOYANKU VILLAGE,,,,," HLOGOYANKU VILLAGE,",P.O.BOX 913,HLOGO  YA  NKU,0640,"P.O.BOX 913,HLOGO  YA  NKU,0640",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,68,1,,,,,88,,FALSE,,,
918512091,918512091,9,LP,THAKO PRE-PRIMARY,THAKO,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,30.527,-23.58978,NEIMS 2007,371,BOLOBEDU,DC33,MOPANI DISTRICT MUNICIPALITY,LIM333,GREATER TZANEEN LOCAL MUNICIPALITY,93303002,2,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOPANI,MAWA,J.M,MASHALE,8,MAHA,BLOCK,8 MAHA BLOCK,BOLOBEDU,MAWA BLOCK,TZANEEN,0838,"8 MAHA BLOCK,BOLOBEDU,MAWA BLOCK,TZANEEN,0838",P.O.BOX 4308,GA-KGAPANE,0838,"P.O.BOX 4308,GA-KGAPANE,0838",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,LP918512091,0,TO BE UPDATED,38,,,33,41,2,50,2,FALSE,,,
700912919,912919,7,GT,THALOKONG PRE-PRIMARY SCHOOL,THALOKONG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,28.1466,-25.349817,NEIMS 2007,TO BE UPDA,TO BE UPDATED,DC37,BOJANALA DISTRICT MUNICIPALITY,NW371,MORETELE LOCAL MUNICIPALITY,63701012,12,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,THE,MANAGER,,,,,,,,,,TO BE UPDATED,TO BE UPDATED,,"TO BE UPDATED,TO BE UPDATED,",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,NW101291,0,INCORRECT PROVINCE,,,,,,,,,FALSE,,,
