NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,NEIMSEMISN,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO
445503372,445503372,4,FS,SUNRISE PRE SCHOOL,SUNRISE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC17,MOTHEO DISTRICT MUNICIPALITY,TO BE UPDATED,MANGAUNG LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOTHEO,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,,KAGISANONG,,KAGISANONG,,LANGENHOVEN PARK,BLOEMFONTEIN,9301,"KAGISANONG,LANGENHOVEN PARK,BLOEMFONTEIN,9301",P.O.BOX 23096,BAYSVALLEY,9301,"P.O.BOX 23096,BAYSVALLEY,9301",,,Urban,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,FS,FS,445503372,445503372,YES,TO BE UPDATED,FS45503372,TO BE UPDATED,,,,,,,,,,134,4,52,,,,,,,FALSE,,,,
975503214,975503214,9,LP,SUNSHINE CHILD DEVELOPMENT CENTRE,SUNSHINE,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,NKOWANKOWA,,TO BE UPDATED,THE,MANAGER,,NKOWANKOWA,,NKOWANKOWA,LETABA,,SITE NO 2,0870,"NKOWANKOWA ,LETABA,,SITE NO 2,0870",P.O.BOX 3626,LETABA,0870,"P.O.BOX 3626,LETABA,0870",,0827082976,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,296,8,,,,,,,,FALSE,,,,
972204515,,9,LP,SUNSHINE CRECHE,SUNSHINE,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,SEPITSI,,,THE,MANAGER,,DITHABANENG,VILLAGE,DITHABANENG VILLAGE,POLOKWANE,,,805,"DITHABANENG VILLAGE,POLOKWANE,805",,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,16,2,,,,,,,,FALSE,0,,,
700700107,700107,7,GT,SUNSHINE DAY CARE CENTRE,SUNSHINE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,NOT APPLICABLE,NOT APPLICABLE,PRIVATE,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,EKURHULENI METROPOLITAN MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EKURHULENI SOUTH,NOT APPLICABLE,,,THE,MANAGER,,,,,,,,,,,,,,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,216,16,23,,,,,,,FALSE,,,,
700880003,880003,7,GT,SUNSHINE DAYCARE AND PRE-SCHOOL,SUNSHINE DAYCARE AND,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,TO BE UPDA,TO BE UPDATED,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400047,47,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG WEST,NOT APPLICABLE,,TO BE UPDATED,THE,MANAGER,47,OODEPOORT,ROAD,47 OODEPOORT ROAD,,,,1863,"47 OODEPOORT ROAD,1863",P.O.BOX 4880,HALFWAY HOUSE,1685,"P.O.BOX 4880,HALFWAY HOUSE,1685",0119882894,0760302107,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700880003,700880003,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,55,4,27,,,,,,,FALSE,,,,
700880085,880085,7,GT,SUNSHINE EDU CARE,SUNSHINE EDU CARE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,SEDIBENG EAST,NOT APPLICABLE,,,THE,MANAGER,76,MAGNOLIARUSTTERVAAL,,76 MAGNOLIARUSTTERVAAL,VEREENIGING,,,,"76 MAGNOLIARUSTTERVAAL ,VEREENIGING,",,,,,0165562391,0823594245,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,376,16,38,,,,,,,FALSE,0,,,
700700163,700163,7,GT,SUNSHINE KIDS ACADEMY,SUNSHINE KIDS ACADEMY,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,NOT APPLICABLE,PRIVATE,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,EKURHULENI METROPOLITAN MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EKURHULENI SOUTH,NOT APPLICABLE,,,THE,MANAGER,,,,,,,,,,,,,,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,180,12,21,,,,,,,FALSE,,,,
445203886,445203886,4,FS,SUNSHINE LEARNING CRECHE,SUNSHINE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,27.87916,-28.90351,FSED 2007,340,FICKSBURG,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS191,SETSOTO LOCAL MUNICIPALITY,41901014,14,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,4413,LOCATION,LOCATION,4413 LOCATION LOCATION,,,FICKSBURG,9730,"4413 LOCATION LOCATION,FICKSBURG,9730",P.O.BOX 459,FICKSBURG,9730,"P.O.BOX 459,FICKSBURG,9730",0519381009,0734612458,Urban,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,FS,FS,445203886,445203886,YES,TO BE UPDATED,FS45203886,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
500422947,500422947,5,KZ,SUNSHINE PP,SUNSHINE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC27,UMKHANYAKUDE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,ZULULAND,OBONJENI,UBOMBO,,TO BE UPDATED,THE,MANAGER,,,,,,,,3974,,P.O.BOX 179,MBAZWANA,3974,"P.O.BOX 179,MBAZWANA,3974",,0726483496,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,KZ,KZ,500422947,500422947,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,2,,,,,159,,,,,,FALSE,,,,
976606321,,9,LP,SUNSHINE PRE SCHOOL,SUNSHINE,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,NGWAABE,,,THE,MANAGER,11,,,11,JANE FURSE,,,1085,"11  ,JANE FURSE,1085",,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,136,4,,,,,,,,FALSE,0,,,
971101106,,9,LP,SUPI PRIMARY,SUPI PRIMARY,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,,,,,,,,,,,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
975502116,,9,LP,SURPRISE BUNGENI PRE SCHOOL,SURPRISE BUNGENI,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,,,,,,,,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,820,8,,,,,,,,FALSE,,,,
912521217,912521217,9,LP,SURPRISE BUNGENI PRE-PRIMARY,SURPRISE BUNGENI,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,875116,5210,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,DC33,MOPANI DISTRICT MUNICIPALITY,LIM331,GREATER GIYANI LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,HLANGANANI CENTRAL,,TO BE UPDATED,THE,MANAGER,,BUNGENIXITACHI,,BUNGENIXITACHI,,HLANGANANI,,,"BUNGENIXITACHI,HLANGANANI,,",P.O.BOX 314,ELIM HOSPITAL,0960,"P.O.BOX 314,ELIM HOSPITAL,0960",0158731032,0733882272,TO BE UPDATED,NO,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,99,FALSE,FALSE,LP,LP,912521217,912521217,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
445503373,445503373,4,FS,SUSANNA OLLEMANS PRE-SCHOOL & CRECHE,SUSANNA OLLEMANS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,26.22713,-29.13124,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702001,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOTHEO,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,1,NO. DISPENSARY,STREET,1 NO. DISPENSARY STREET,BATHOLOC,BATHO,MANGAUNG,9301,"1 NO. DISPENSARY STREET,BATHOLOC,BATHO,MANGAUNG,9301",POST OFFICE,BATHO LOCATION,9301,"POST OFFICE,BATHO LOCATION,9301",,,Urban,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,FS,FS,445503373,445503373,YES,TO BE UPDATED,FS45503373,TO BE UPDATED,,,,,,,,,,62,4,15,,,,,,,FALSE,,,,
700151704,151704,7,GT,SWAN UNIT 1 NURSERY SCHOOL,SWAN UNIT 1 NURSERY SCHOOL,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,79400102,102,60301000,NONE,NOT APPLICABLE,JOHANNESBURG NORTH,NOT APPLICABLE,,TO BE UPDATED,THE,VORSTER,22,STAMVRUG,CRESCENT,22 STAMVRUG CRESCENT,,MORET,RANDBURG,2032,"22 STAMVRUG CRESCENT,,MORET,RANDBURG,2032",P.O.BOX 40,FONTAINEBLEAU,2032,"P.O.BOX 40,FONTAINEBLEAU,2032",0117931642,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700151704,700151704,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,889,28,48,,,,,,,FALSE,,,,
973303415,,9,LP,SWARANANG CRECHE,SWARANANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,SEKGOSESE WEST,,,THE,MANAGER,,MAKGATO,VILLAGE,MAKGATO VILLAGE,MAKGATO,,POLOKWANE,812,"MAKGATO VILLAGE,MAKGATO,,POLOKWANE,812",,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,180,4,,,,,,,,FALSE,0,,,
975504214,,9,LP,SWARANANG DAY CARE CENTRE,SWARANANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,LEPELLE,,,THE,MANAGER,,,,,TZANEEN,,,850,"TZANEEN,850",,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,94,4,,,,,,,,FALSE,0,,,
976605307,,9,LP,SWARANANG PRE SCHOOL,SWARANANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,LEPELLE,,,THE,MANAGER,,MOOMANE,VILLAGE,MOOMANE VILLAGE,MOOMANE,,NEBO,1059,"MOOMANE VILLAGE,MOOMANE,,NEBO,1059",,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,68,4,,,,,,,,FALSE,0,,,
972203102,,9,LP,SWARISHANANG CRECHE,SWARISHANANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,DIMAMO,,,THE,MANAGER,127,MAROBALA,VILLAGE,127 MAROBALA VILLAGE,POLOKWANE,,,700,"127 MAROBALA VILLAGE,POLOKWANE,700",,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,480,8,,,,,,,,FALSE,0,,,
132301090,0132301090,1,WC,SWARTLAND PRE-PRIM.,SWARTLAND,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TO BE UPDATED,301090,5219,TO BE UPDATED,99,NOT APPLICABLE,18.722624,-33.456877,TO BE UPDATED,67,MALMESBURY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,WEST COAST,01,,TO BE UPDATED,A,VENTER,20,HOSPITAAL,STREET,20 HOSPITAAL STREET,,,MALMESBURY,7299,"20 HOSPITAAL STREET,MALMESBURY,7299",P.O.BOX 343,MALMESBURY,7299,"P.O.BOX 343,MALMESBURY,7299",0224823140,0829749969,RURAL,NO,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,WC,WC,132301090,132301090,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,78,8,28,,,,,,,FALSE,,,,
700890027,890027,7,GT,SWEET - MELODY PRE- SC HOOL,SWEET - MELODY PRE- SC HOOL,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,TO BE UPDA,TO BE UPDATED,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400060,60,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG EAST,NOT APPLICABLE,,TO BE UPDATED,THE,MANAGER,90,VON WIELLIGH,STREET,90 VON WIELLIGH STREET,,,JOHANNESBURG,2001,"90 VON WIELLIGH STREET,JOHANNESBURG,2001",POST OFFICE,KWA-XUMA,1868,"POST OFFICE,KWA-XUMA,1868",0113372184,0721966540,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700890027,700890027,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,168,12,35,,,,,,,FALSE,,,,
973301128,,9,LP,SWEETHOME DAY CARE CENTRE,SWEETHOME,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,MALAMULELE CENTRAL,,,THE,MANAGER,5,STANDNO,STAND,5 STANDNO STAND,,,MALAMULELE,982,"5 STANDNO STAND,MALAMULELE,982",,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,282,12,34,,,,,,,FALSE,0,,,
